record_id,question
mxadol_LpPpbKTvEW,"Question Details Which of the following side effects, known to be associated with the use of combination oral contraceptives, is most likely to be related to progestin rather than estrogen? Chloasma and hyperpigmentation Migraine headaches Breast tenderness Oily skin associated with acne Nausea * Note: Questions cannot be answered from this view. Answer & Explanation Answer Oily skin associated with acne Explanation The synthetic progestins included in combination hormonal contraception have varying degrees of androgenic activity as well as. progesterone-related side effects. In addition to oily skin and acne, hirsutism is another androgenic side effect. Progestogenic effects can also include fatigue and abdominal bloating. Ethinyl estradiol constitutes the estrogen component of the majority of combined hormonal contraceptives. Estrogen-related side effects include nausea, abdominal bloating, migraine or vascular headaches, cyclic weight gain due to fluid retention, irritability, cystic breast changes and breast tenderness, chloasma and hyperpigmentation, and telangiectasia. 'ion hormonal contraceptives are transient, persistent side effects are best Although many side effects associated with combin: >"
mxadol_lQBMYPTCCk,"Question Details A.16-year-old girl is hospitalized for treatment of severe anorexia nervosa. Over the past 11 months her weight has decreased by 21% from baseline. A nasogastric tube was placed upon admission. She has been receiving regular bolus feedings since then and is steadily gaining weight. On day 5 of her hospitalization, she complains of difficulty breathing. Vital signs: temperature 37.1. °C (98.8 °F), blood pressure 106/68 mm Hg, heart rate 84 bpm, respiratory rate 44 breaths/min, and peripheral oxygen saturation 95%. On physical examination, there is a new gallop rhythm and bibasilar rales. Which of the following is the most likely cause of this patient's new symptoms? Hypophosphatemia Insufficient volume repletion Dislodged nasogastric tube Viral infection Aspiration pneumonia * Not Juestions cannot be answered from this view. Answer & Explanation Answer Hypophosphatemia Explanation Hypophosphatemia is the hallmark of refeeding syndrome, leading to complications such as heart failure, as in this patient. Refeeding syndrome usually occurs within the first 1-2 weeks of refeec ;. In patients with anorexia nervosa (AN), phosphate stores are depleted during periods of restricted eating. During refeeding, intake of glucose causes insulin release. Insulin does 2 things that reduce the serum phosphate level: (1) drives phosphate into cells and (2) increases cellular production of substances"
mxadol_Lvl7orMOWr,"Question Details 17-year-old girl presents to the emergency department complaining of 2 days of vomiting and abdominal pain. On examination, she has tenderness to palpation of the lower abdomen without rebound or guarding; the cervix is inflamed with a mucopurulent discharge. Laboratory results include a white blood cell count of 19,500 cells/uL and an erythrocyte sedimentation rate of 32mm/h. Following clinical and laboratory evaluation, the preliminary diagnosis is pelvic inflammatory disease (PID). Which of the following is considered to be a minimum criterion for initiation of empiric treatment for this condition in sexually active females with abdominal/pelvic pain? Presence of white blood cells on microscopy of vaginal secretions Cervical motion tenderness Increased erythrocyte sedimentation rate Oral temperature of > 38.3°C (101.0 °F) Mucopurulent cervical discharge * Note: Questions cannot be answered from this view. Answer & Explanation Answer Cervical motion tenderness Explanation PID is sometimes a difficult diagnosis to make definitively because clinical symptoms can vary substantially. Therefore, a minimal set of clinical criteria has been established for empiric treatment of PID in patients who present with pelvic or lower"
mxadol_lYamqGYZWQ,"Question Details Apreviously healthy 2-year-old gir! presents to the pediatrician's office with a lesion on her bottom. She has had the lesion since birth and is otherwise asymptomatic; she has had no systemic or constitutional symptoms. The lesion does not itch and no drainage has been noted; she has no rash elsewhere on her body. Perianal exam reveals a painless cluster of cauliflower-shaped, flesh-colored plaques; there are no vesicles, ulcerations, or erythema. Which of the following is the most likely etiology of this patient's rash? Human papillomavirus 6 or 11 Human papillomavirus 31 or 33 Coxsackievirus A16 Human immunodeficiency virus Herpes simplex virus 2 * Note: Questions cannot be answered from this view. Answer & Explanation Answer Human papillomavirus 6 or 11 Explanation Human papillomavirus (HPV) Types 6 and 11 cause over 90% of genital warts. These warts can have a varied appearance and are described as cauliflower-shaped with a granular surface; skin-colored, flat, papular, or pedunculated; or keratotic with a thick, crusted layer. Warts in a young child under 2 years of age may be perinatally-acquired during vaginal delivery through an infected maternal genital tract, soit is important to obtain additional history of maternal infections. Sexual abuse should be strongly considered in a child older than 2 who develops anogenital warts; however, transmission of HPV may occur during nonsexual"
mxadol_m3al4ITpcG,"Question Details 'An 18-year-old woman complains of vaginal discharge associated with a burning sensation, pruritus, and dysuria. On physical "" examination, a greenish-yellow, frothy vaginal discharge is evident, as well as erythema of the vaginal mucosa and cervical punctate hemorrhages. Which of the following is the most appropriate treatment in this patient? Metronidazole Azithromycin Ceftriaxone Acyclovir Levofloxacin * Note: Questions cannot be answered from this view. Answer & Explanation Answer Metronidazole Explanation The patient's signs and symptoms are characteristic of trichomoniasis, caused by Trichomonas vaginalis, a flagellated protozoan that is sexually transmitted. Although some adolescent females may be asymptomatic carriers of the organism, many are symptomatic with complaints of a purulent, malodorous, greenish-yellow, thin discharge; pruritus; dysuria; urinary frequency; and/or dyspareunia and postcoital bleeding. Symptoms may worsen during menstruation. Oftentimes, both the vulva and vaginal mucosa are erythematous, with discharge noted within the vagina and on the cervix, which may be covered by numerous punctate hemorrhages (""strawberry cervix""). Findings on wet prep include motile trichomonads, an elevated pH (> 4.5), and numerous Bd"
mxadol_mCSC5XNI2K,"Question Details A16-year-old girl presents with complaints of generalized malaise, fever, and chills. She also complains of pain in her hands and fingers; over the last several days, this has made it difficult for her to button her shirt, write with a pen, or type on her computer. On physical examination, her temperature is 38.7°C (101.6°F). She prefers not to move her fingers and wrists, wincing with pain on range-of-motion testing. Several tender 3- to 4-mm pustular and petechial lesions-some of which appear necrotic-are noted onher palms, left forearm, and plantar surfaces. Which of the following organisms is the most likely cause of this patient's clinical signs and symptoms? Neisseria gonorrhoeae Herpes simplex virus Bartonella henselae Borrelia burgdorferi Hepatitis B virus * Note: Questions cannot be answered from this view. Answer & Explanation Answer Neisseria gonorrhoeae Explanation This patient has clinical signs and symptoms consistent with disseminated infection due to Neisseria gonorrhoeae (arthritis- dermatitis syndrome), a complication in up to 3% of all gonococcal inf ns. Disseminated gonococcal infection may present with:"
mxadol_MjhXhD5quc,"Question Details 17-year-old girl presents to your office with a 2-day history of nausea, vomiting, diarrhea, dizziness, and fatigue. Two weeks "" earlier, she underwent a primary cesarean section at term for failure to progress. She had considerable postpartum bleeding, was taken back to the operating room, and required an emergency hysterectomy. She continued to hemorrhage after the hysterectomy but was eventually stabilized after receiving several units of blood, platelets, and fresh frozen plasma. This patient is at risk for which one of the following complications? Hypopituitarism Functional asplenia Myocarditis Type 2 diabetes mellitus Autoimmune hepatitis * Note: Questions cannot be answered from this view. Answer & Explanation Answer Hypopituitarism b Explanation Hypopituitarism after pituitary infarction (necrosis) from postpartum hemorrhage and shock is known as postpartum hypopituitarism (a.k.a. Sheehan syndrome). During pregnancy, the pituitary gland is physiologically enlarged and, therefore, sensitive to decreased blood flow due to severe postpartum hemorrhage and hypovolemia. Varying degrees of hypopituitarism may follow, ranging from panhypopituitarism to only selective pituitary deficiencies. The anterior pituitary is generally more susceptible to injury than the posterior pituitary. Bd"
mxadol_nASzgVRyTB,"Question Details An otherwise well 14-year-old female presents with a 5-day history of painless, heavy menstrual bleeding. Her last bleeding episode was 10 weeks earlier. Menarche occurred at 13 years of age. She estimates that she has had a total of 6 periods, each lasting 5-8 days. Most, but not all, periods have had heavy flow. She takes no daily medications and denies drug or tobacco use. Orthostatic blood pressure measurements and heart rate are normal. Body mass index is 21. Breasts and pubic hair are SMR 4. Her hemoglobin is 11.9 g/dL, and a urine pregnancy test is negative. > Which of the following most likely accounts for this patient's abnormal uterine bleeding (formerly described as dysfunctional uterine bleeding)? Absence of a functional corpus luteum Absence of midcycle surge of follicle-stimulating hormone (FSH) Low levels of serum dehydroepiandrosterone sulfate (DHEAS) Low levels of insulin-like growth factor-1 (IGF-1) Thin, atrophic endometrial lining * Note: Questions cannot be answered from this view. Answer & Explanation Answer Absence of a functional corpus luteum, Explanation 'The patient experienced menarche < 2 years ago, is not obese, and has no signs or symptoms of a chronic medical illness, making anovulatory bleeding the likely cause of her abnormal uterine bleeding (formerly dysfunctional uterine bleeding). Anovulatory menstrual cycles are due to an immature hypothalamic-pituitary-ovarian axis and are characterized by absence of the normal ¥"
mxadol_nGAIeQv1HC,"Question Details > You are examining a 16-year-old male for a sports physical. He has no major health issues. What best describes the emotional and cognitive development you would expect to find in this patient? Mainly concrete thinking with emergence of abstract thinking Peer group is most important influence for affecting change Individual relationships become more important than the peer group Life goals become a center point of discussion Preoccupation with self * Note: Questions cannot be answered from this view. Answer & Explanation Answer Peer group is most important influence for affecting change Explanation Peer group is the most important influence for affecting change in middle adolescence. There is a progression from preoccupation with self during early adolescence (11-14 years) to peer group becoming more important during middle adolescence (15-17 years of age) to individual relationships becoming more important than the peer group during late adolescence (18-21 years of age). Just as the adolescent body undergoes many physical changes as it develops, so does the adolescent brain with progression through different stages. We divide adolescence into 3 stages: * Early adolescence (11-14 years of age) characterized by: © Preoccupation with self"
mxadol_nHVSmo48M8,"Question Details You are called to a psychiatric unit for a consult on a 15-year-old female with extreme fatigue, confusion, and difficulty breathing. Soon after your arrival, seizure activity is noted, The patient was recently diagnosed with anorexia nervosa (AN) and lost 25 kgin the last 4 months. She has been an inpatient for 1 week and is consuming 2,000 kcal/day. Vital signs include T 36.8 °C (98.2 °F ), BP 92/54 mm Hg, HR 45 bpm, RR 22 breaths/minute, and oxygen saturation 98% on room air. On physical exam, the female looks cachetic. Test Result Glucose 120 mg/dL (normal 70-105 mg/dL) Nat 136 meq/L (normal 136-145 meq/L) K 2.3 meq/L (normal 3.5-5 meq/L) cr 102 meq/L (normal 98-107 meq/L) BUN 13 mg/dL (normal 6-22 mg/dL) cr 0.72 mg/dL (normal 0.72-1.25 mg/dL) Mg? 1. mg/dl. (normal 1.6-2.9 mg/dL) Inorganic phosphate | 1 mg/dL (normal 2.3-4.7 mg/dL) ECG shows ST-segment depression, inverted T waves, and U waves with bradycardia. The patient's clinical condition is secondary to which of the following? d Euthyroid hypothyroxinemia Refeeding syndrome Anxiety Myocardial infarction Pulmonary embolus >"
mxadol_nqi8l2kp8k,"Question Details A.15-year-old adolescent comes to your urgent care clinic without a parent or guardian for swelling of the right lower arm. The patient is not sure of the exact duration of the swelling, but the same arm has been hurting since the day before and the pain is getting worse. The patient has no known medical problems, reports no injuries, and has not had a fever. Having not met you previously, the patient explains that their gender is nonbinary and ""they/them/their"" is how they would like to be addressed. On physical examination, the patient appears to have poor hygiene, and has a temperature of 38.7 °C (101.7 °F), heart rate of 95 bpm, and blood pressure of 100/60 mm Hg. The right lower arm is more swollen and erythematous than the left, and the affected area is tender to touch. Both arms appear to have some superficial cuts and scratches on them. What is your next best course of action? Suggest that the patient return with a parent or legal guardian for treatment. Diagnose cellulitis, prescribe an appropriate antibiotic, and recommend the patient return in 48 hours if there is worsening or there is no improvement. 'Take a more complete history and obtain permission from the patient to perform a complete physical exam with a chaperone present. Call social work to come and evaluate the patient to learn why the patient arrived alone and looks disheveled. Call the patient's parent/legal guardian to report that they are in your office seeking treatment. * Note: Juestions cannot be answered from this view. Answer & Explanation Answer 'Take a more complete history and obtain permission from the patient to perform a complete physical exam with a chaperone present."
mxadol_ntx6VVnO7c,"Question Details Which of the following characteristics is most often associated with early adolescence rather than middle or late adolescence? Preoccupation with self predominates Not yet overly concerned with pubertal changes Often insightful into the feelings of others Often interested in, and accepting of, parental advice and leadership Willing to compromise and accept opinions of others * Note: Questions cannot be answered from this view. Answer & Explanation Answer Preoccupation with self predominates Explanation Preoccupation with self predominates in early adolescence. The early adolescent (11-14 years of age) undergoes rapid physical changes, which engender self-centeredness and onset of sense for the need to become independent from their parents and more self-reliant. Preoccupied with self and unsure of their appearance, especially with pubertal changes, they will frequently compare: themselves to peers and media influences. Relationships with peers, rather than family, start to become more important. Although much of a younger adolescent's thinking is still concrete, abstract reasoning begins. The early adolescent often has difficulty recognizing the feelings of others, is typically less interested in parental advice, and may be unwilling to compromise and accept opinions of others. Sexual feelings begin to emerge with frequent masturbation and fantasies that continue into middle and late adolescence. >"
mxadol_oA5yzlseuk,"Question Details 'An 18-year-old male comes in for a painless penile lesion he has had for a couple of weeks. During examination, you note an erythematous, nontender lesion on the shaft of his penis with a slightly raised, indurated margin and a nonexudative base; nontender bilateral inguinal lymphadenopathy is also present. There is no associated urethral discharge, and the remainder of his examination is unremarkable, He has no known drugallergies. After obtaining appropriate laboratory testing for sexually transmitted infections, which of the followings the best next step in the treatment of this patient? Valacyclovir 1 g twice daily for 10 days Doxycycline 100 mg twice daily for 21 days IM penicillin G benzathine 2.4 million units in a single dose IM penicillin G benzathine 900,000 units/penicillin G procaine 300,000 units combined in a single dose Azithromycin 1 gina single oral dose * Not Juestions cannot be answered from this view. Answer & Explanation Answer IM penicillin G benzathine 2.4 million units ina single dose Explanation The patient has clinical findings consistent with primary syphilis, which is treated with a single IM dose of 2.4 million units of benzathine penicillin G. Primary syphilis is characterized by a painless, erythematous, rounded ulcer (chancre) with slightly raised, clean edges and a clean >"
mxadol_OC47yzHGcx,"Question Details 'A14-year-old female presents with a history of weight loss (12 pounds over the previous 6 weeks), excessive exercise, and restricted intake of food. Her last menstrual period was 6 months ago. She denies self-induced vomiting or diuretic use. Upon additional evaluation, which of the following findings is considered an indication for hospitalization of this patient? Heart rate 55 bpm Temperature 36.1°C (97.0°F) 85% of ideal body weight Blood pressure 80/48 mm Hg Hemoglobin 9 mg/dL. * Note: Questions cannot be answered from this view. Answer & Explanation Answer Blood pressure 80/48 mm Hg Explanation One of the criteria for hospitalization for a patient with anorexia nervosa (AN) is hypotension with a systolic blood pressure < 90 mmHg. Additional indications for hospitalization are a weight < 75% median body mass index (BMI) for age and sex; dehydration; electrolyte imbalances; cardiac arrhythmias; severe bradycardia (ie, HR < 50 bpm during the day, < 45 bpm at night); orthostatic increase in pulse (> 20 bpm); orthostatic decrease in blood pressure (systolic > 20 mm Hg, diastolic > 10 mm Hg); hypothermia (core body temperature < 35.6 °C [96.0 °F); failure of outpatient intervention; refusal to eat; uncontrollable binging or purging; ariita medical camnlicatinns nf malnuttritinn and aciite nevehiatric amarzenrias"
mxadol_OO9SsPL6H5,"Question Details A.16-year-old female is noted to have dental erosion, parotid enlargement, and soft palate petechiae on physical examination. This patient might have similar electrolyte abnormalities as another patient with which of the following conditions? Acute poststreptococcal glomerulonephritis Pyloric stenosis Hemolytic uremic syndrome Syndrome of inappropriate secretion of antidiuretic hormone Diabetes insipidus * Note: Questions cannot be answered from this view. Answer & Explanation Answer Pyloric stenosis Explanation The patient has characteristic clinical findings consistent with recurrent episodes of self-induced vomiting due to bulimia nervosa (BN). Associated serum electrolyte abnormalities are characterized by a hypokalemic, hypochloremic metabolic alkalosis. Similar laboratory abnormalities are common in infants with recurrent vomiting associated with pyloric stenosi: In patients with BN, repeated vorniting leads to dental erosions and enlarged salivary glands. The soft palate is often traumatized by the patient gagging him/herself with a finger or fingers to induce vomiting. Loss of gastric secretions due to vomiting leads to metabolic alkalosis. Each mEq of hydrogen lost generates 1 mEq of bicarbonate-the hydrogen ion is derived from water, and the associated hydroxyl ion combines with carbon dioxide to form bicarbonate. In addition to loss of hydrogen, vomiting is also associated with loss af natassium. Hvnokalemia leads ta a transcellular shi in which notassiuim exits the cells and hvdrogen"
mxadol_OP9IfajaOp,"Question Details During a health maintenance examination, a mother expresses concern that her son is teased because his breasts have recently become enlarged. The patient has no known allergies and is on no daily medications. His height and weight are at the 45"" and 55"" percentiles, respectively. On physical examination, he has asymmetric and slightly tender breast enlargement, with breast tissue just under the areolae with no associated nipple enlargement or galactorrhea. Assuming normal physiology, which of the following is the most likely age of this patient? 13years of age 17 years of age 7 years of age 9 years of age 10 years of age * Note: Questions cannot be answered from this view. Answer & Explanation Answer 13 years of age Explanation The mean age of onset for pubertal gynecomastia is 13 years and 2 months, with peak prevalence at 14 years of age. It is uncommon after years of age17. It is due to a decreased ratio of androgen to estrogen and a change in the sensitivity of breast tissue receptors. Male gynecomastia is a common finding during early adolescence (11-14 years of age) through the beginning of middle adolescence (15-17 years of age) and is often the subject of great concern and ridicule. Adolescents typically complain of a tender mass or lump behind the nipple. Pubertal gynecomastia often regresses within a year but may regress more slowly over a"
mxadol_PI10O08Zke,"Question Details 16-year-old female presents with a 5-day history of worsening right lower quadrant abdominal pain, fever, chills, and vaginal discharge. She describes the pain as constant, sharp, worsened by movement, and rates it 8/10. Over the last 24 hours, she has been vomiting even small sips of clear fluids. Her last menstrual period was 2 weeks ago. She is sexually active with 1 partner with inconsistent condom use and takes oral contraceptive pills. Past medical history is otherwise negative. On physical exam, she is febrile (39.2 °C [102.5 °F) with dry mucous membranes. A thick, whitish cervical discharge, right adnexal tenderness, and cervical motion tenderness are noted on pelvic exam. What is the most appropriate next step in the management of this patient? Hospitalization for administration of intravenous antibiotics Reassurance and expectant management Oral antibiotics for outpatient management Emergent laparoscopy CT of the abdomen and pelvis * Note: Questions cannot be answered from this view. Answer & Explanation Answer Hospitalization for administration of intravenous antibiotics Explanation This patient's presentation of abdominal pain, vaginal discharge, adnexal and cervical motion tenderness, and fever is most concerning for pelvic inflammatory disease (PID). Inpatient antimicrobial treatment is indicated due to the history of intractable vomiting, fever, and severe illness."
mxadol_PtWhmudbMy,"Question Details Following removal from her home after being sexually abused by her stepfather, an 11-year-old girl is found to have gonococcal pharyngitis. She weighs 50 kg. Which of the following is the most appropriate treatment for pharyngeal gonococcal infection? Ceftriaxone 500 mg IM ina single dose Ceftriaxone 125 mg IM ina single dose Benzathine penicillin 2.4 million units IM in a single dose Ciprofloxacin 500 mg PO ina single dose Cefixime 400 mg PO ina single dose * Note: Questions cannot be answered from this view. Answer & Explanation Answer Ceftriaxone 500 mg IM ina single dose Explanation Children weighing > 45 kg, adolescents, and young adults with uncomplicated pharyngeal gonococcal infection should be treated with a single dose of ceftriaxone 500 mg IM. For persons weighing = 150 kg, a single 1g 1M dose of ceftriaxone should be administered. If chlamydial infection has not been excluded, doxycycline 100 mg orally twice a day for 7 days is recommended. 'The diagnosis of gonococcal pharyngitis requires a positive culture from the pharynx. Pharyngeal gonococcal infection is usually asymptomatic but may be associated with sore throat, fever, and cervical lymphadenopathy in a minority of patients. When investigating allegations of sexual abuse, culture is required for diagnosis of gonococcal infection. In cases not associated with allazatinns nf cewial ahrice niicleic acid amniifiration tects are annranriate mathnds far diaenasing ennacarcal infactinn"
mxadol_qdjjPkOsYq,"Question Details A febrile 16-year-old girl presents with a painful swollen left ankle, right knee, and right elbow. She experiences pain with flexion and extension of her fingers, in addition to tenderness along the tendon sheaths. Several pustular lesions are present on her toes. and hands. She is sexually active and reports that she began her menses today. Which of the following best describes the recommended initial treatment for this patient? Ciprofloxacin Cefazolin Ceftriaxone and doxycycline Ampicillin Doxycycline moa > * Note: Questions cannot be answered from this view. Answer C Ceftriaxone and doxycycline Explanation Based on the findings of arthritis, probable tenosynovitis, and pustular skin lesions, the patient likely has disseminated gonococcal infection (DGI). DGI often occurs during or soon after menses and is reported in up to 3% of patients infected with Neisseria gonorrhoeae. 'The presentation of most cases of DGI can be: led into 2 groups: * Atriad of tenosynovitis, dermatitis, and polyarthralgias without purulent arthritis (a.k.a. arthritis-dermatitis syndrome)"
mxadol_QmHXL22ULi,"Question Details A16-year-old girl presents for her annual physical. She is doing well in school and dances approximately 20-25 hours per week. Her mother voices concern that her daughter does not eat enough for the amount of activity she participates in and has missed her period for the past 3 months. She was also recently diagnosed with a stress fracture in her foot. Exam is normal. Pregnancy test in the office is negative. What lab findings do you expect to find? Low follicle-stimulating hormone (FSH) Elevated luteinizing hormone (LH) Normal estrogen Elevated testosterone Elevated prolactin * Note: Questions cannot be answered from this view. Answer & Explanation Answer Low follicle-stimulating hormone (FSH) Explanation You should expect to find a low FSH in this patient. The history suggests a diagnosis of functional hypothalamic amenorrhea due to relative energy deficiency in sport (RED-S; formerly female athlete triad), which consists of energy deficiency (typically from disordered eating), menstrual dysfunction, and low bone mineral density. The exces exercise and energy deficit results ina loss of the pulsatile gonadotropin-releasing hormone (GnRH) secretion from the hypothalamus and, in turn, a low LH and FSH and estrogen deficiency."
mxadol_QoqUWdEvbf,"Question Details After failing to improve with outpatient therapy for anorexia nervosa, a 16-year-old gir! is admitted to an inpatient unit. Her temperature is 36.6°C (97.9°F), blood pressure is 95/55 mmHg, and heart rate is 55 beats/minute. Physical findings include cachexia, thinning scalp hair, acrocyanosis, and atrophic breast tissue. Which of the following best describes auscultatory findings associated with a common cardiac complication in patients with this disorder? Alate systolic murmur at the apex preceded by a click Ahigh-pitched, early diastolic murmur beginning with the aortic component of the 2 heart sound continuous murmur heard best at the left upper sternal border Acrescendo-decrescendo systolic ejection murmur heard best at the left upper sternal border associated with a widely split and fixed Sa Acontinuous murmur in the left and right 2""4 intercostal spaces that disappears when supine * Note: Juestions cannot be answered from this view. Answer & Explanation Answer Alate systolic murmur at the apex preceded by a click Explanation Alate systolic murmur at the apex preceded by a click is consistent with mitral valve prolapse (MVP), a common cardiac complication among patients with anorexia nervosa (AN). Although its mechanism has not been fully elucidated, the cause of MVP in AN is thought to be multifactorial. Relative valvular laxity due to myocardial atrophy and reduced left ventricular chamber size -as well as bradycardia from increased underlying vagal tone-likely play a role. MVP disappears in patients after weight >"
mxadol_QX8YnKUYTg,"Question Details An 11-year-old girl presents complaining of vaginal discharge. She denies any associated odor, pruritus, or burning, but remains concerned because she has, on several occasions, noticed some ""yellowish staining"" on her underwear. She states that she has not yet had a menstrual period. Her mother estimates that her daughter first began breast development about 18 months ago. On physical examination, she is in the 45"" percentile for height and weight. Her breasts are enlarged and elevated. The areolae remain in contour with the breasts. There is a moderate amount of curly, pigmented pubic hair. You also note a clear, grayish- white vaginal discharge. Which of the following best describes the most likely findings on microscopic examination of a sample of the vaginal discharge obtained from this patient? Epithelial cells, few white blood cells, and lactobacilli Mature pinworms, often surrounded by eggs Multiple motile trichomonads Increased numbers of white blood cells associated with pseudohyphae and budding yeast Numerous epithelial cells covered with adherent refractile bacteria * Note: Questions cannot be answered from this view. Answer & Explanation Answer Epithelial cells, few white blood cells, and lactobacilli Explanation Young girls near menarche often complain of ""vaginal discharge,"" which is a normal phenomenon and not a form of vulvovaginitis. Termed ""physiologic leukorrhea,' it is characterized by a clear to grayish-white discharge that varies in amount but is not"
mxadol_R6c49Nxuvl,"Question Details Which of the following medications is known to decrease serum concentrations and therefore increase failure rates of the estrogen and progestin components of combination hormonal contraceptives? Rifampin Doxycycline Loratidine Metronidazole Amoxicillin * Note: Questions cannot be answered from this view. Answer & Explanation b Explanation Rifampin belongs to the rifamycin antibiotic class used to treat tuberculosis (as does rifabutin) and these are the only antibiotic medications proven to decrease serum concentrations of estrogen and progestin components of combination hormonal contraceptives. Theoretically, several antiretrovirals may reduce both estrogen and progestin levels, but all but fosamprenavir may be taken with hormonal contraceptives. Routine use of a backup method of birth control is not warranted during concurrent treatment with other antibiotics, including doxycycline, metronidazole, and amoxicill 'ihistamines such as loratidine are not known to change the effectiveness of hormonal contraceptives. >"
mxadol_relJBDIWk5,"Question Details Which of the following best describes recommended screening for behavioral and emotional problems in children and adolescents? Screening for anxiety disorders from 12 to 21 years of age Screening for depression from 8 to 21 years of age Urine drug screening for high-risk adolescents from 12 to 21 years of age Screening for depression from 12 to 21 years of age Screening for attention-deficit/hyperactivity disorder in children and adolescents from 4 to 18 years of age * Note: Questions cannot be answered from this view. Answer & Explanation Answer Screening for depression from 12 to 21 years of age Explanation The AAP recommends routine screening for depression from 12 to 21 years of age. Depression is an important risk factor for suicide, a leading cause of death in children and adolescents. Surveys demonstrate that up to 30% of high school students report that they withdrew from usual daily activities because of feeling sad or hopeless. Adolescents may be screened and monitored for depression with one of several standardized instruments (eg, PHQ-2, PHQ-9; PHQ-9 Modified for Adolescents). Risk factors for depression include depression in a 1%* degree relative, other mental health issues (eg, anxiety disorders, learning disabilities, attention-deficit/hyperactivity disorder [ADHD], and oppositional defiant disorder), chronic illness, family dysfunction, family and/or caregiver-child conflict, and a negative life event (eg, abuse, neglect, loss af a lnved one). Svmntams of denressian include dvsnhoria. anhedonia. sleen disturhance. change in annetite or weight. >"
mxadol_RhNLKhwUHu,"Question Details 'A15-year-old girl comes to your office with her mother, who is in the reception room. The gir!'s chief complaint listed on her chart is ""sore throat""; however, it quickly becomes apparent that she requested this visit because she is worried that she has missed her last 2 menstrual periods. She has no other symptoms or complaints. She is sexually active and not using birth control. Your nurse has already collected a urine sample and hands you the result; the pregnancy test is positive. When you tell the patient, she tells you that her parents are not aware of her sexual activity and will be extremely upset with the news. She asks you not to share the news with her mother. Further, she tells you she wants to end the pregnancy and needs your help arranging an abortion. Which of the followingis the best first step in approaching the patient's request for an abortion? Discuss her safety at home, and then see if the patient is open to conversation with her mother, facilitated by you. Refer the patient toa family planning clinic. Refer the patient to a social worker. Inform the patient that she must have permission from her parents for the abortion. Refer the patient to an obstetrician so that her insurance will pay for the procedure. * Note: Questions cannot be answered from this view. Answer & Explanation Answer Discuss her safety at home, and then see if the patient is open to conversation with her mother, facilitated by you. Explanation Although the other answers are correct in some or all states, the best answer is for the pediatrician to facilitate a conversation between the patient and her mother after getting the patient's permission. Often, after discussion with her pediatrician (and her >"
mxadol_s3SblDfsWa,"Question Details A patient is transported to an emergency department after an employee at the homeless shelter where he had been living for the last several days found him cutting his arms with a razor blade. Although several lacerations require suturing, he is medically stable. The patient admits to being anxious and depressed since leaving his partner who repeatedly humiliated him in front of others and threatened to hit him after he asked his partner to stop speaking negatively about him. Which one of the following best describes common associated findings in this patient? Reluctance to undress Refusal to give permission for laboratory testing History of ADHD Frequent follow-up visits to a primary care provider moa > Some college or college graduate * Note: Questions cannot be answered from this view. Answer A. Reluctance to undress Explanation Intimate partner violence by a former or current partner may consist of emotional, physical, and/or sexual abuse. During an evaluation, patients are often reluctant to undress, fearing identification of bruises secondary to physical abuse or cuts resulting from self-injurious behavior. At-risk alcohol and/or drug use is common, as is a prior history of intimate partner violence or witnessing such violence as a child. Victims often demonstrate a fearful, defensive affect and have poor eye contact. Their partners: may appear overly attentive and concerned, insisting that they remain with the patient. Intimate partner violence occurs among all"
mxadol_s7mYZPnlyh,"Question Details 'An 18-year-old female presents with complaints of subjective fever, ""shaking chills"" and pain in her wrists, hands, and fingers that she attributes to recent weight lifting in the gym. On physical examination, her temperature is 38.4°C (101.2°F). She has pain on passive range of motion of the wrists and hands, but no associated swelling. During range of motion testing, you identify several 2- to 4-mm pustular and vesiculopustular lesions on the palms and overlying the distal interphalangeal joints. Which of the following findings is most likely to be identified during additional evaluation of this patient? Gram-negative intracellular diplococci on Gram stain of fluid obtained from a pustular lesion Multinucleated giant cells on Wright stain of fluid obtained from a pustular lesion A positive blood culture for Clostridium perfringens A positive blood culture for Neisseria meningitidis Multiple clue cells on wet prep of a thin malodorous vaginal discharge * Note: Questions cannot be answered from this view. Answer & Explanation Answer Gram-negative intracellular diplococci on Gram stain of fluid obtained from a pustular lesion Explana 'The patient has clinical signs and symptoms of arthritis syndrome, a type of dis that is caused by Neisseria gonorrhoeae. If the Gram stain of fluid obtained from a pustular lesion shows anything, gram-negative intracellular diplococci will be the organisms seen. The odds of a positive culture are highest if the specimen is obtained from the primary infection site (such as the cervix in a woman, urethra in a male). -dermati sseminated gonococcal infection (DGl)"
